School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
0000001,32,12,0.38
3030103,230,191,0.83
3030434,2016,1486,0.74
3032752,2345,1578,0.67
3033578,2211,1447,0.65
3033933,1812,1496,0.83
3035581,1660,639,0.38
3035706,1818,1324,0.73
3036555,2037,1660,0.81
6028211,368,256,0.70
6028229,366,239,0.65
6028237,719,566,0.79
6028252,464,372,0.80
6028260,692,596,0.86
6028278,426,368,0.86
6028294,651,582,0.89
6028302,716,517,0.72
6028310,669,610,0.91
6028328,493,426,0.86
6028336,524,500,0.95
6028344,549,430,0.78
6028369,758,291,0.38
6028377,501,368,0.73
6028385,463,349,0.75
6028393,510,339,0.66
6028401,258,83,0.32
6028419,392,293,0.75
6028427,980,266,0.27
6028435,488,328,0.67
6028443,461,416,0.90
6028450,624,184,0.29
6028468,618,497,0.80
6028476,696,528,0.76
6028484,278,160,0.58
6028500,507,188,0.37
6028518,436,319,0.73
6028526,462,321,0.69
6028534,610,448,0.73
6028542,593,513,0.87
6028559,806,689,0.85
6028575,401,357,0.89
6028583,270,189,0.70
6028609,415,87,0.21
6028625,580,382,0.66
6028633,74,40,0.54
6028641,336,257,0.76
6028658,431,368,0.85
6028666,486,357,0.73
6028674,402,350,0.87
6028682,1236,954,0.77
6028690,488,339,0.69
6028708,473,350,0.74
6028716,514,454,0.88
6028724,608,508,0.84
6028732,482,408,0.85
6028740,790,501,0.63
6028765,521,390,0.75
6028773,689,582,0.84
6028781,655,416,0.64
6028799,360,250,0.69
6028807,477,328,0.69
6028815,296,253,0.85
6028823,387,335,0.87
6085294,479,331,0.69
6104129,74,50,0.68
0000001,6,3,0.50
0134221,300,59,0.20
6028831,804,205,0.25
6028849,1354,337,0.25
6028864,549,96,0.17
6028872,668,182,0.27
6028880,373,188,0.50
6089072,1153,166,0.14
6094643,606,55,0.09
6095111,563,65,0.12
6116065,697,50,0.07
0000001,18,4,0.22
3030145,1378,806,0.58
3030368,184,47,0.26
3031895,2497,391,0.16
3032158,3612,1177,0.33
3032943,2954,539,0.18
3034410,2452,658,0.27
3038445,2826,2248,0.80
3038551,267,168,0.63
3033206,1084,133,0.12
6028906,471,72,0.15
6028914,778,104,0.13
6028922,596,49,0.08
0000001,3,1,0.33
6028930,447,323,0.72
6028948,396,317,0.80
6028955,747,564,0.76
6028963,436,288,0.66
6028971,381,311,0.82
6028989,453,356,0.79
6028997,512,369,0.72
6029029,524,434,0.83
6029037,814,587,0.72
0000001,3,2,0.67
6029110,625,553,0.88
6029128,575,492,0.86
6029136,592,547,0.92
6029144,788,670,0.85
6029151,605,485,0.80
6029169,780,673,0.86
6029177,707,507,0.72
6029185,755,707,0.94
6029193,650,500,0.77
0000001,18,6,0.33
0111666,203,137,0.67
3030186,44,14,0.32
3031697,2592,253,0.10
3031853,1861,1171,0.63
3032000,1269,909,0.72
3034907,171,123,0.72
3035045,2335,833,0.36
6029219,468,76,0.16
6029227,439,323,0.74
6029268,429,184,0.43
6029284,654,517,0.79
6029300,546,409,0.75
6029326,451,384,0.85
6029334,405,30,0.07
6029359,661,192,0.29
6029367,1164,450,0.39
6029375,413,268,0.65
6029391,709,119,0.17
6029409,577,140,0.24
6029433,468,66,0.14
6029441,603,206,0.34
6029458,434,292,0.67
6029466,491,427,0.87
6029482,465,354,0.76
6029490,363,241,0.66
6029516,675,598,0.89
6029524,462,412,0.89
6068399,420,70,0.17
6089460,360,15,0.04
6107833,536,146,0.27
6118236,548,45,0.08
0000001,6,4,0.67
6029540,710,169,0.24
6029557,413,235,0.57
6029581,726,232,0.32
6029607,635,124,0.20
6029615,385,228,0.59
6029631,761,266,0.35
6029656,676,647,0.96
6029698,714,330,0.46
6029706,493,259,0.53
6029714,170,133,0.78
6029722,466,134,0.29
6029730,289,208,0.72
6066849,813,254,0.31
6068613,650,447,0.69
6071104,356,187,0.53
0000001,40,10,0.25
0114769,36,30,0.83
0118174,64,21,0.33
3030046,2250,399,0.18
3031952,2133,1034,0.48
3035409,1772,1359,0.77
3035748,218,156,0.72
3038098,2342,792,0.34
6029748,603,530,0.88
6029755,504,398,0.79
6029763,763,108,0.14
6029771,359,317,0.88
6029789,551,473,0.86
6029797,435,184,0.42
6029805,495,446,0.90
6029821,422,374,0.89
6029854,786,634,0.81
6029862,709,411,0.58
6029870,340,220,0.65
6029888,423,315,0.74
6029896,402,71,0.18
6029912,449,371,0.83
6029920,44,19,0.43
6029938,532,165,0.31
6029953,419,325,0.78
6029961,605,516,0.85
6029979,619,112,0.18
6029987,416,306,0.74
6058937,1019,470,0.46
6058945,878,223,0.25
6061725,712,600,0.84
6061733,607,509,0.84
6071112,433,105,0.24
6071120,558,67,0.12
6085328,969,554,0.57
6094874,1197,188,0.16
6096333,458,65,0.14
6097364,496,48,0.10
6107767,495,126,0.25
6114565,667,103,0.15
6116586,695,88,0.13
0000001,16,1,0.06
0102897,620,597,0.96
0109678,509,63,0.12
0116525,620,573,0.92
0119404,1795,234,0.13
3030053,1664,374,0.22
3030483,69,19,0.28
3031929,1955,506,0.26
3031945,148,112,0.76
3038023,2729,1553,0.57
6029995,533,87,0.16
6030001,463,91,0.20
6030019,709,255,0.36
6030027,492,86,0.17
6030035,823,112,0.14
6030043,1055,453,0.43
6030050,475,296,0.62
6030076,901,776,0.86
6030084,379,331,0.87
6030092,499,122,0.24
6030100,700,232,0.33
6030936,445,131,0.29
6030951,433,104,0.24
6030969,951,160,0.17
6068621,668,158,0.24
6071146,871,105,0.12
6085633,527,463,0.88
6085641,508,228,0.45
6089478,120,41,0.34
6095160,455,66,0.15
6097000,549,163,0.30
6097018,864,595,0.69
6106009,1382,196,0.14
6109102,602,92,0.15
6119556,212,35,0.17
0000001,22,9,0.41
0101626,391,373,0.95
0106567,406,356,0.88
0108365,2452,1587,0.65
0108373,1158,1015,0.88
0109066,592,401,0.68
0114736,2540,2152,0.85
0116582,595,563,0.95
0135897,356,282,0.79
3030475,347,318,0.92
3030491,1782,1564,0.88
3030608,348,257,0.74
3030723,2166,277,0.13
3034998,367,320,0.87
3035821,1626,1297,0.80
3036357,2963,2538,0.86
3036456,2113,1718,0.81
6030209,440,381,0.87
6030217,814,697,0.86
6030225,420,376,0.90
6030233,521,466,0.89
6030241,544,461,0.85
6030266,580,528,0.91
6030274,396,349,0.88
6030282,717,546,0.76
6030308,855,789,0.92
6030316,779,690,0.89
6030324,1055,968,0.92
6030332,674,616,0.91
6030357,330,276,0.84
6030365,529,503,0.95
6030399,639,592,0.93
6030407,1178,770,0.65
6030415,812,767,0.94
6030431,807,730,0.90
6030449,614,567,0.92
6058978,968,912,0.94
6058986,1455,1251,0.86
6061741,1205,1012,0.84
6061758,740,679,0.92
6071195,581,451,0.78
6094684,868,780,0.90
6095152,419,372,0.89
6098552,949,591,0.62
6099816,1052,659,0.63
6102826,1210,764,0.63
6106165,388,342,0.88
6107692,693,644,0.93
6108484,770,684,0.89
6109904,542,482,0.89
6110175,465,425,0.91
6110183,1198,1078,0.90
6111298,447,392,0.88
6113377,690,636,0.92
6114631,610,580,0.95
6115133,43,38,0.88
6115588,1396,1221,0.87
6115836,212,192,0.91
6116917,1001,630,0.63
6117899,1407,1198,0.85
6119127,894,617,0.69
0000001,6,1,0.17
6030456,494,319,0.65
6030464,568,453,0.80
6030472,530,360,0.68
6030506,674,524,0.78
0000001,8,3,0.38
0119925,560,297,0.53
6030712,933,499,0.53
6030720,528,172,0.33
6030738,486,405,0.83
6030753,388,347,0.89
6030761,566,177,0.31
6030787,433,345,0.80
6030795,526,450,0.86
6030811,566,491,0.87
6030829,795,620,0.78
6030837,328,303,0.92
6030852,352,309,0.88
6030860,467,412,0.88
6030878,769,640,0.83
6030886,470,273,0.58
6030928,1089,882,0.81
0000001,29,9,0.31
0135962,24,4,0.17
3030061,2436,704,0.29
3030079,238,155,0.65
3030244,1599,607,0.38
3030392,2830,517,0.18
3030509,50,15,0.30
3034956,2221,542,0.24
6030142,867,208,0.24
6030159,343,274,0.80
6030175,518,409,0.79
6030183,1027,578,0.56
6030530,69,13,0.19
6066872,595,121,0.20
6068639,544,224,0.41
6071153,485,146,0.30
6071161,843,446,0.53
6085336,513,52,0.10
6085351,370,194,0.52
6089494,372,91,0.24
6089502,484,277,0.57
6089510,108,23,0.21
6094668,635,231,0.36
6094676,344,227,0.66
6095145,1168,372,0.32
6096044,563,124,0.22
6097372,627,163,0.26
6101059,503,166,0.33
6106926,618,119,0.19
6109540,776,362,0.47
6110845,862,323,0.37
6110936,653,54,0.08
6111561,1312,253,0.19
6112452,561,83,0.15
6112577,1195,169,0.14
6114888,996,137,0.14
0000001,18,4,0.22
0102871,2987,735,0.25
0102889,941,182,0.19
0121152,1322,211,0.16
0133488,458,128,0.28
3030590,92,18,0.20
3032109,2425,735,0.30
3032919,181,100,0.55
3037553,2373,1584,0.67
6030548,612,48,0.08
6030555,521,404,0.78
6030571,955,613,0.64
6030589,876,641,0.73
6030605,443,208,0.47
6030613,573,463,0.81
6030621,964,241,0.25
6030639,506,291,0.58
6030662,556,83,0.15
6030670,409,308,0.75
6030688,373,180,0.48
6030696,607,51,0.08
6030704,484,353,0.73
6066898,652,463,0.71
6085369,566,422,0.75
6085377,708,519,0.73
6113054,619,182,0.29
6114482,497,62,0.12
6116305,1282,237,0.18
6118764,347,60,0.17
6118772,668,136,0.20
0000001,36,7,0.19
0116046,74,14,0.19
0127472,1117,191,0.17
0129155,1024,222,0.22
0129296,943,109,0.12
0133389,839,105,0.13
0133405,863,134,0.16
0135137,440,52,0.12
3030129,88,59,0.67
3030152,2055,531,0.26
3030285,2427,550,0.23
3030467,40,5,0.13
3030657,2245,344,0.15
3035102,2492,528,0.21
6030191,601,179,0.30
6068647,856,154,0.18
6071179,853,139,0.16
6085344,1173,163,0.14
6089429,693,278,0.40
6089437,750,140,0.19
6089445,473,122,0.26
6094718,933,67,0.07
6095137,613,144,0.23
6096184,676,120,0.18
6096192,1050,118,0.11
6096200,565,70,0.12
6097042,452,40,0.09
6098511,746,124,0.17
6098529,611,90,0.15
6100317,648,120,0.19
6100838,824,112,0.14
6100861,649,159,0.24
6100879,841,157,0.19
6102719,563,86,0.15
6106850,626,128,0.20
6107502,642,151,0.24
6108799,871,136,0.16
6111876,737,248,0.34
6115455,664,78,0.12
6115786,905,160,0.18
6120141,919,201,0.22
0000001,12,4,0.33
3033917,3235,555,0.17
6029045,705,87,0.12
6029052,683,46,0.07
6029060,723,232,0.32
6029078,641,117,0.18
6029086,646,109,0.17
6030514,792,114,0.14
6058853,1197,170,0.14
6058879,1199,214,0.18
0130765,736,626,0.85
0113399,12,8,0.67
0119214,438,145,0.33
0126904,238,54,0.23
3130101,19,19,1.00
3130259,36,32,0.89
6069322,103,21,0.20
6031009,607,180,0.30
6031017,109,54,0.50
0126664,138,75,0.54
6031033,688,380,0.55
6031058,293,276,0.94
6109680,431,210,0.49
6112700,452,258,0.57
6031066,349,160,0.46
0000001,14,0,0.00
0111104,631,427,0.68
0129080,746,299,0.40
6108963,509,165,0.32
6109862,818,455,0.56
6112072,1112,626,0.56
6112403,629,127,0.20
6115596,523,257,0.49
6115604,1076,275,0.26
6119887,808,240,0.30
0000001,2,1,0.50
6031108,457,62,0.14
6101778,420,30,0.07
6109029,452,39,0.09
6111702,597,50,0.08
6113443,482,66,0.14
6113971,450,84,0.19
6116230,523,108,0.21
6031116,406,178,0.44
0000001,2,0,0.00
0117150,436,18,0.04
0121418,1385,387,0.28
6031124,498,76,0.15
6031132,505,176,0.35
6031140,525,69,0.13
6031165,231,69,0.30
6031173,252,62,0.25
6117824,523,133,0.25
0000001,2,0,0.00
0109827,303,53,0.17
0120105,144,18,0.13
0121608,498,58,0.12
0127902,39,2,0.05
0127928,1252,131,0.10
6031157,157,61,0.39
6031199,396,121,0.31
6111694,331,118,0.36
0000001,5,0,0.00
0102293,207,79,0.38
3130135,109,36,0.33
3131687,57,45,0.79
3131851,601,184,0.31
3132453,1752,279,0.16
3135704,1306,418,0.32
0000001,19,3,0.16
0102798,481,108,0.22
0102806,525,93,0.18
0116624,729,81,0.11
0125740,705,99,0.14
0127639,511,52,0.10
0135178,484,66,0.14
3130234,604,95,0.16
3130242,590,81,0.14
6031223,388,262,0.68
6031231,507,206,0.41
6031249,947,308,0.33
6031256,322,203,0.63
6031280,313,239,0.76
6106108,428,184,0.43
6109482,412,173,0.42
6111959,391,83,0.21
6111967,1038,378,0.36
6116099,559,161,0.29
6117790,897,294,0.33
0116459,1839,924,0.50
0135285,15,8,0.53
3130119,177,46,0.26
3130176,2122,384,0.18
3130184,2046,204,0.10
3130309,109,71,0.65
3135308,1989,532,0.27
3136504,1985,608,0.31
0106807,531,206,0.39
0121624,212,63,0.30
3130010,408,175,0.43
3130077,50,33,0.66
3130192,15,5,0.33
3138500,728,245,0.34
6031298,66,7,0.11
6031306,366,164,0.45
6031314,257,103,0.40
6031322,506,315,0.62
6094502,458,219,0.48
6113062,536,90,0.17
0000001,22,1,0.05
0106443,649,61,0.09
0108514,426,77,0.18
0111385,761,160,0.21
0113068,649,104,0.16
0122507,562,237,0.42
0135871,177,40,0.23
3130036,76,42,0.55
3130168,1455,688,0.47
3134657,1952,576,0.30
6031363,52,33,0.63
6085252,430,195,0.45
6098610,613,254,0.41
6108351,896,398,0.44
6117493,434,311,0.72
0000001,13,3,0.23
0108050,399,46,0.12
0108084,1866,353,0.19
0114371,181,23,0.13
0117879,273,36,0.13
0119487,770,101,0.13
0121244,803,79,0.10
0128561,151,45,0.30
3130150,2072,302,0.15
3130200,76,36,0.47
6031207,453,133,0.29
6031215,569,208,0.37
6100903,914,228,0.25
6109870,400,80,0.20
6110647,506,220,0.43
6111975,546,102,0.19
6115844,542,101,0.19
6116057,1086,123,0.11
6118392,370,25,0.07
6118517,444,32,0.07
6118533,542,90,0.17
6119853,590,137,0.23
0100057,3,0,0.00
0108001,8,5,0.63
6117360,11,11,1.00
3230034,1,1,1.00
3230042,13,5,0.38
3230083,311,180,0.58
3232006,173,89,0.51
3233509,81,50,0.62
3235603,262,135,0.52
3236007,301,102,0.34
6031413,216,135,0.63
6031421,119,87,0.73
6031470,326,170,0.52
6110308,344,224,0.65
0110833,6289,3157,0.50
0125237,260,237,0.91
0125385,474,404,0.85
0128397,636,527,0.83
0128777,174,119,0.68
0134320,100,93,0.93
0136168,120,16,0.13
3330123,123,123,1.00
3331055,310,287,0.93
6069207,901,590,0.65
3330834,361,118,0.33
0000001,28,10,0.36
0113597,691,596,0.86
0113605,820,378,0.46
0125732,1736,1029,0.59
0134189,1,1,1.00
0135061,159,148,0.93
3330008,1842,1398,0.76
3334299,2144,1859,0.87
3337128,121,99,0.82
6031496,551,391,0.71
6031504,1010,838,0.83
6031512,521,495,0.95
6031520,598,532,0.89
6031538,561,517,0.92
6031546,613,552,0.90
6031553,561,507,0.90
6031579,659,580,0.88
6031587,512,467,0.91
6031595,973,915,0.94
6098156,1051,951,0.90
6106074,750,496,0.66
6107304,698,399,0.57
6108104,540,427,0.79
6116339,461,381,0.83
6120109,1404,913,0.65
0000001,9,6,0.67
0116236,81,64,0.79
3330214,1019,842,0.83
3330222,73,59,0.81
3330974,229,154,0.67
6031603,304,278,0.91
6031611,745,651,0.87
6031629,570,486,0.85
6031637,526,503,0.96
6112080,970,831,0.86
0000001,43,31,0.72
0101006,879,488,0.56
0102749,724,381,0.53
0106062,1172,755,0.64
0113936,902,322,0.36
0116947,883,523,0.59
0127142,337,67,0.20
0129882,65,38,0.58
3330479,2827,1666,0.59
3330842,85,60,0.71
3331089,697,448,0.64
6031652,1008,574,0.57
6031660,715,519,0.73
0000000,47,11,0.23
0000001,28,3,0.11
0100966,1158,378,0.33
0100974,1052,290,0.28
0100982,926,275,0.30
0105791,906,213,0.24
0105809,1332,484,0.36
0110106,131,107,0.82
0110627,4398,1702,0.39
0110635,1224,524,0.43
0110643,1321,427,0.32
0110759,622,266,0.43
0113647,1120,300,0.27
0113654,1706,485,0.28
0119321,998,493,0.49
0123828,1233,369,0.30
0131607,1493,369,0.25
0135574,72,21,0.29
3330131,137,66,0.48
3330446,3108,1639,0.53
3330586,615,405,0.66
3330602,4,3,0.75
3330701,3738,1048,0.28
3331600,2626,1691,0.64
3334232,2034,871,0.43
6031736,689,532,0.77
6031751,571,477,0.84
6031785,1019,657,0.64
6031793,973,590,0.61
6031801,567,211,0.37
6031819,952,782,0.82
6031827,704,633,0.90
6031835,838,340,0.41
6031843,540,226,0.42
6031850,800,726,0.91
6031868,289,139,0.48
6031876,435,251,0.58
6031884,648,485,0.75
6059026,636,471,0.74
6059034,784,491,0.63
6059042,796,545,0.68
6061766,749,316,0.42
6068753,47,19,0.40
6084669,596,447,0.75
6107668,918,362,0.39
6107676,734,241,0.33
6110589,703,407,0.58
6112957,853,243,0.28
6114151,887,522,0.59
6116404,841,322,0.38
6116412,1134,370,0.33
6117998,852,324,0.38
6120364,1005,542,0.54
6120372,705,208,0.30
6031900,15,10,0.67
0100164,722,580,0.80
0107961,714,542,0.76
0108464,647,497,0.77
0110791,892,471,0.53
0111021,673,443,0.66
0114504,292,215,0.74
0118885,2100,1364,0.65
0119305,1407,1000,0.71
0134353,1,1,1.00
3330388,1972,926,0.47
3330669,2691,1456,0.54
3330909,223,120,0.54
3331113,221,188,0.85
3333192,1986,1760,0.89
6031926,619,582,0.94
6031934,606,552,0.91
6031942,474,452,0.95
6031959,832,305,0.37
6031967,440,429,0.98
6031975,497,484,0.97
6031983,634,572,0.90
6031991,1408,705,0.50
6032007,578,571,0.99
6032015,653,620,0.95
6106082,672,512,0.76
6107759,563,457,0.81
6108955,540,452,0.84
6109045,660,342,0.52
6109789,759,323,0.43
6109797,795,747,0.94
6113880,663,375,0.57
6116636,570,476,0.84
6118855,1300,683,0.53
6118863,904,377,0.42
0000001,42,17,0.40
0101121,710,649,0.91
0101139,775,630,0.81
0102772,777,572,0.74
0102780,1070,933,0.87
0106716,284,207,0.73
0107359,415,350,0.84
0107631,104,85,0.82
0113159,1611,1275,0.79
0116962,1343,1153,0.86
0120675,671,226,0.34
0132167,90,86,0.96
0135251,744,701,0.94
3330065,326,278,0.85
3330503,280,207,0.74
3330537,1755,1485,0.85
3332673,2396,1665,0.69
6032080,234,165,0.71
6032114,325,200,0.62
6032122,793,671,0.85
6032130,623,598,0.96
6032148,813,746,0.92
6032155,510,450,0.88
6084628,791,721,0.91
6106728,677,541,0.80
6109805,847,752,0.89
6110415,947,726,0.77
6112007,1113,856,0.77
6118731,731,712,0.97
0000001,58,41,0.71
0114157,2352,1538,0.65
0127720,89,50,0.56
3330412,1695,1237,0.73
3330784,19,18,0.95
3334687,214,154,0.72
3337136,1572,1283,0.82
6032163,565,453,0.80
6032171,520,480,0.92
6032189,422,379,0.90
6032197,331,267,0.81
6032205,576,455,0.79
6032213,671,586,0.87
6032221,747,629,0.84
6032239,592,488,0.82
6032247,729,680,0.93
6059075,1212,887,0.73
6061774,823,732,0.89
6104491,895,610,0.68
6105837,580,394,0.68
6106835,822,407,0.50
6106843,828,642,0.78
6110548,612,517,0.84
6111280,746,536,0.72
6112858,879,699,0.80
6113518,563,427,0.76
0000001,12,2,0.17
0100503,727,396,0.54
0108639,899,368,0.41
0109843,1558,412,0.26
0110601,658,348,0.53
0116749,793,259,0.33
0116756,519,417,0.80
0119206,781,549,0.70
0125906,964,373,0.39
0134080,598,227,0.38
6107197,1169,606,0.52
6108229,422,217,0.51
6110365,692,307,0.44
6113864,639,335,0.52
6119721,1245,571,0.46
0000001,56,26,0.46
0102731,734,627,0.85
0105940,44,41,0.93
0108134,758,580,0.77
0128868,172,122,0.71
3330396,2226,1653,0.74
3330438,2629,1897,0.72
3330685,52,48,0.92
3330800,179,155,0.87
3330958,88,69,0.78
3331071,2063,1668,0.81
3333762,344,284,0.83
3333770,2338,2087,0.89
6032288,833,752,0.90
6032304,636,613,0.96
6032312,623,550,0.88
6032320,479,362,0.76
6032338,809,756,0.93
6103501,838,712,0.85
6103519,645,579,0.90
6104582,710,644,0.91
6105514,620,549,0.89
6106041,535,493,0.92
6106058,1327,992,0.75
6106066,516,363,0.70
6106942,498,468,0.94
6106967,736,645,0.88
6107080,742,604,0.81
6107643,1339,1036,0.77
6107890,876,701,0.80
6108674,1236,1134,0.92
6108690,1448,1313,0.91
6108716,476,395,0.83
6108724,665,599,0.90
6108732,545,399,0.73
6109110,770,454,0.59
6109508,592,408,0.69
6109979,1217,969,0.80
6110027,1279,979,0.77
6110928,461,357,0.77
0125666,719,387,0.54
3331014,639,420,0.66
6032353,632,537,0.85
6109334,346,268,0.77
6111488,545,411,0.75
0000001,6,3,0.50
0105767,718,549,0.76
0118943,700,687,0.98
0123703,801,758,0.95
0127316,1589,1199,0.75
0133090,197,147,0.75
3330578,1618,1402,0.87
3330818,1800,1673,0.93
3331121,426,372,0.87
3335130,1755,1341,0.76
6032387,526,513,0.98
6032395,546,466,0.85
6032403,697,668,0.96
6032411,947,706,0.75
6032429,741,678,0.91
6032437,669,499,0.75
6032445,455,360,0.79
6032452,515,480,0.93
6059091,1098,1028,0.94
6059109,826,706,0.85
6102560,455,436,0.96
6106207,610,550,0.90
6107601,750,673,0.90
6108443,977,943,0.97
6108450,762,661,0.87
6111025,735,697,0.95
6112692,1385,1094,0.79
6115448,799,763,0.95
3331139,88,72,0.82
3335759,870,552,0.63
6032460,720,608,0.84
6032478,684,508,0.74
6032494,644,496,0.77
0110577,850,711,0.84
0110585,596,518,0.87
0133579,687,570,0.83
6032502,620,573,0.92
6032510,830,770,0.93
6105571,912,714,0.78
6111843,876,701,0.80
6120547,550,497,0.90
0000001,26,4,0.15
0101170,1017,876,0.86
0113191,2831,2062,0.73
0134981,53,28,0.53
3330172,253,204,0.81
3330727,3191,1673,0.52
3335973,2306,2067,0.90
6106223,1167,1125,0.96
0000001,64,23,0.36
0100545,856,244,0.29
0111252,1086,435,0.40
0114181,654,569,0.87
0115709,110,45,0.41
0119180,1028,440,0.43
0126128,500,254,0.51
0131359,661,203,0.31
0132498,838,299,0.36
3330024,1918,1377,0.72
3330362,208,118,0.57
3330511,46,37,0.80
3330677,150,109,0.73
3330859,3178,1118,0.35
3334406,2294,1788,0.78
3336237,2607,1512,0.58
3336492,2154,1769,0.82
3336955,151,141,0.93
6032528,542,460,0.85
6032536,777,458,0.59
6032544,440,316,0.72
6032569,675,328,0.49
6032577,782,637,0.81
6032585,544,499,0.92
6032601,527,360,0.68
6032619,767,613,0.80
6032627,769,690,0.90
6032635,717,626,0.87
6032650,796,702,0.88
6032668,1002,856,0.85
6032684,730,670,0.92
6032692,777,745,0.96
6032700,724,635,0.88
6032718,639,434,0.68
6032726,673,572,0.85
6032734,800,638,0.80
6032742,767,564,0.74
6032767,81,50,0.62
6032775,611,449,0.73
6032783,854,533,0.62
6059125,617,522,0.85
6059133,1033,671,0.65
6059141,825,710,0.86
6059158,799,725,0.91
6061790,855,757,0.89
6099188,670,368,0.55
6107957,667,477,0.72
6109011,815,258,0.32
6112668,916,322,0.35
6112676,726,252,0.35
6120075,1008,369,0.37
0113746,897,385,0.43
0114066,1232,927,0.75
0127761,655,511,0.78
6032791,431,398,0.92
6109581,697,664,0.95
0000001,30,16,0.53
0102715,702,545,0.78
0102723,548,436,0.80
0121319,979,699,0.71
0123844,285,190,0.67
3331006,154,105,0.68
3337649,242,189,0.78
3337656,2624,2049,0.78
6032809,519,491,0.95
6032817,506,482,0.95
6059166,931,814,0.87
6106884,656,549,0.84
6109490,756,641,0.85
6114748,1435,907,0.63
6115125,1079,915,0.85
0100248,617,566,0.92
0100255,2030,1786,0.88
0100263,1094,1032,0.94
0112649,924,766,0.83
0113753,714,685,0.96
0121673,226,212,0.94
3330032,131,124,0.95
3330354,475,394,0.83
3330990,2684,2307,0.86
6031694,805,642,0.80
6031702,501,483,0.96
6031710,564,535,0.95
6031728,663,617,0.93
6032254,746,705,0.95
6032361,660,635,0.96
6032379,581,532,0.92
6032833,570,530,0.93
6032841,498,429,0.86
6108906,931,812,0.87
6112874,966,826,0.86
6114789,1087,984,0.91
6117774,905,668,0.74
0000001,18,7,0.39
0107920,1779,1330,0.75
0108241,730,429,0.59
0113100,851,554,0.65
0116343,197,113,0.57
0120204,581,246,0.42
0122960,955,849,0.89
3330115,321,220,0.69
3330487,2239,1205,0.54
3332350,2090,1319,0.63
6032031,585,563,0.96
6032056,625,570,0.91
6032064,666,531,0.80
6071203,912,713,0.78
6105548,1206,938,0.78
6107189,752,589,0.78
6108278,745,613,0.82
6109938,961,428,0.45
6111082,699,280,0.40
6111090,534,340,0.64
6112734,1026,737,0.72
6115174,620,459,0.74
6118442,910,594,0.65
6120455,855,335,0.39
6120463,1080,560,0.52
0000001,25,9,0.36
0101097,888,253,0.28
0101105,1225,294,0.24
0105734,3255,622,0.19
0105742,854,210,0.25
0105759,1360,375,0.28
0108480,662,191,0.29
0108498,856,239,0.28
0108506,919,162,0.18
0113696,930,214,0.23
3330370,2898,832,0.29
3330495,127,46,0.36
3330636,221,68,0.31
3330743,3098,935,0.30
3330917,1053,207,0.20
6032825,1226,255,0.21
6096994,521,347,0.67
6106017,514,161,0.31
6107254,872,383,0.44
6108427,621,418,0.67
6109417,782,302,0.39
6110084,554,199,0.36
6112098,953,206,0.22
6112551,534,110,0.21
6112809,596,154,0.26
6113641,519,155,0.30
6114243,653,148,0.23
6116438,445,63,0.14
6116446,821,140,0.17
6116453,1063,389,0.37
6118822,938,250,0.27
0000001,11,2,0.18
0100412,929,333,0.36
0100420,3476,1025,0.29
0102079,252,95,0.38
0108530,835,244,0.29
0114058,967,251,0.26
0117408,1419,395,0.28
0118794,2414,841,0.35
3330529,2386,590,0.25
6032346,876,398,0.45
6106868,709,433,0.61
6107841,846,378,0.45
6107858,571,277,0.49
6108153,637,313,0.49
6108849,1425,677,0.48
6112429,1692,490,0.29
6113625,747,276,0.37
6117659,1091,261,0.24
6118558,917,431,0.47
6120554,921,411,0.45
0000001,29,14,0.48
0100941,1258,1047,0.83
0100958,1050,869,0.83
0106096,719,661,0.92
0109108,2062,1666,0.81
0109116,835,596,0.71
0109124,666,512,0.77
0109652,10,10,1.00
0112094,957,798,0.83
0112102,765,669,0.87
0117424,937,756,0.81
0123190,123,91,0.74
0133306,1652,1273,0.77
3330552,2371,1730,0.73
3330560,373,290,0.78
6032866,639,557,0.87
6032874,815,729,0.89
6108039,798,694,0.87
6108047,834,608,0.73
6109565,645,554,0.86
6111033,993,745,0.75
6111447,1095,995,0.91
6114458,618,575,0.93
0132522,445,348,0.78
0106229,76,71,0.93
0106237,136,96,0.71
0106245,141,110,0.78
0106278,116,116,1.00
0106294,243,95,0.39
0106302,37,30,0.81
0118745,115,79,0.69
0136275,1356,1062,0.78
0330027,19,17,0.89
3931250,108,107,0.99
3990025,98,95,0.97
5637780,76,76,1.00
6032890,457,274,0.60
0000000,23,3,0.13
0000001,224,85,0.38
0101790,972,301,0.31
0105908,899,345,0.38
0105916,2237,1520,0.68
0105924,1103,843,0.76
0105932,924,563,0.61
0108720,792,229,0.29
0108738,928,298,0.32
0108746,1431,417,0.29
0108753,2526,744,0.29
0111112,1033,386,0.37
0111732,456,100,0.22
0114702,711,123,0.17
0116871,1111,371,0.33
0116897,2350,745,0.32
0131516,792,482,0.61
0135392,737,129,0.18
0135400,962,233,0.24
3430170,1556,1313,0.84
3430311,161,99,0.61
3430329,152,125,0.82
3430352,243,115,0.47
3430477,1503,1276,0.85
3430592,1828,851,0.47
3430618,2471,1450,0.59
3430873,2605,946,0.36
3432002,110,91,0.83
3432572,1923,725,0.38
6032981,762,624,0.82
6032999,164,111,0.68
6033005,873,799,0.92
6033013,444,85,0.19
6033021,1005,927,0.92
6033039,440,107,0.24
