School Code,"Enrolled
(K-12)","Utilized
(K-12)","Percent_Eligable
Eligible FRPM 
(K-12)"
0630038,18,15,0.83
0637504,558,494,0.89
6003552,460,422,0.92
0107326,73,35,0.48
0107334,30,3,0.10
0107342,42,6,0.14
0114470,795,683,0.86
0118208,74,36,0.49
0120444,135,135,1.00
0129528,793,629,0.79
0129684,426,246,0.58
0134114,420,83,0.20
0730614,84,61,0.73
0731380,2187,483,0.22
6077168,95,30,0.32
0000001,20,0,0.00
0107524,24,2,0.08
0730283,1377,70,0.05
0731125,1376,54,0.04
0733725,1549,198,0.13
0734244,1316,56,0.04
0000001,181,80,0.44
0100461,692,467,0.67
0100479,970,610,0.63
0106583,475,342,0.72
0110494,171,114,0.67
0113761,773,465,0.60
0115063,202,77,0.38
0117218,706,369,0.52
0730101,155,112,0.72
0730259,335,175,0.52
0730465,2135,1163,0.54
0730481,8,3,0.38
0730861,1983,1348,0.68
6003578,558,418,0.75
6003594,503,456,0.91
6003602,514,415,0.81
6003610,627,517,0.82
6003628,582,357,0.61
6003636,526,436,0.83
6057178,746,637,0.85
6061154,1102,784,0.71
6084941,645,533,0.83
6108989,583,349,0.60
6110514,513,355,0.69
6113104,374,278,0.74
6115380,494,317,0.64
6115703,197,43,0.22
6117501,483,293,0.61
0000000,10,4,0.40
0000001,12,0,0.00
0102376,901,191,0.21
0108019,678,213,0.31
0110528,1171,258,0.22
0127464,668,304,0.46
6003644,712,225,0.32
6003651,1010,392,0.39
6070981,607,229,0.38
6109730,608,111,0.18
6112718,1165,276,0.24
6117410,634,123,0.19
6119754,873,176,0.20
0130930,739,307,0.42
6003669,580,170,0.29
6101943,469,192,0.41
6119838,537,109,0.20
6003677,72,5,0.07
0000001,2,1,0.50
0737023,527,300,0.57
0737619,33,17,0.52
6003685,307,216,0.70
6003701,667,508,0.76
0133769,201,46,0.23
6003719,396,164,0.41
0000001,3,0,0.00
6003727,807,17,0.02
6003743,549,13,0.02
6003750,536,33,0.06
6003768,1227,56,0.05
6003792,469,12,0.03
0000001,14,5,0.36
0107797,2573,460,0.18
0730457,2600,1013,0.39
0730572,252,71,0.28
0733980,2604,789,0.30
0733998,176,99,0.56
0730440,74,41,0.55
0730473,52,19,0.37
0730549,1185,275,0.23
6003826,433,171,0.39
6003834,515,101,0.20
6003842,375,198,0.53
6003875,509,70,0.14
6057186,1017,296,0.29
0000001,3,0,0.00
6003909,368,4,0.01
6003917,416,28,0.07
6003925,640,24,0.04
6003933,405,11,0.03
0000000,62,31,0.50
0000001,120,38,0.32
0106088,635,312,0.49
0135822,189,99,0.52
0730044,1523,175,0.11
0730317,151,48,0.32
0730333,34,30,0.88
0730358,53,24,0.45
0730416,33,27,0.82
0730424,111,55,0.50
0730655,23,19,0.83
0731646,2022,451,0.22
0731836,1482,732,0.49
0734566,1392,1058,0.76
0734764,245,170,0.69
0737809,1246,913,0.73
6003958,438,127,0.29
6003966,628,88,0.14
6003974,482,454,0.94
6003982,617,596,0.97
6004030,883,559,0.63
6004048,432,252,0.58
6004055,341,279,0.82
6004063,998,104,0.10
6004097,842,292,0.35
6004105,583,110,0.19
6004154,836,785,0.94
6004162,526,124,0.24
6004170,391,173,0.44
6004188,808,64,0.08
6004196,773,707,0.91
6004220,593,235,0.40
6004238,32,16,0.50
6004246,641,158,0.25
6004253,578,78,0.13
6004261,852,747,0.88
6004295,480,442,0.92
6004303,496,201,0.41
6004311,622,88,0.14
6004329,486,365,0.75
6004337,547,123,0.22
6004345,479,48,0.10
6004352,849,320,0.38
6004360,615,44,0.07
6004378,307,138,0.45
6004394,350,142,0.41
6004402,404,310,0.77
6004410,421,349,0.83
6096226,521,482,0.93
6105357,949,349,0.37
6111504,706,136,0.19
6112395,381,141,0.37
6114904,865,315,0.36
6118087,244,21,0.09
0000001,1,0,0.00
0110684,727,339,0.47
0129064,493,121,0.25
6004428,448,316,0.71
6096234,805,371,0.46
6108765,872,361,0.41
6110803,475,180,0.38
6110811,523,270,0.52
6119226,853,433,0.51
0000001,7,1,0.14
6004444,422,6,0.01
6004451,474,8,0.02
6004477,870,21,0.02
6004501,375,11,0.03
6066583,395,9,0.02
0000001,32,7,0.22
0116863,694,547,0.79
0125435,732,569,0.78
0730184,221,150,0.68
0735407,3529,2371,0.67
6004527,655,513,0.78
6004535,498,392,0.79
6004543,735,570,0.78
6004568,649,548,0.84
6004576,652,502,0.77
6061162,962,709,0.74
6084966,963,746,0.77
6098578,576,395,0.69
6109383,639,500,0.78
0000000,47,24,0.51
0000001,92,27,0.29
0101477,577,511,0.89
0110973,503,394,0.78
0126805,218,85,0.39
0129643,417,164,0.39
0132100,520,358,0.69
0132118,342,284,0.83
0132233,257,112,0.44
0133637,237,154,0.65
0135434,67,33,0.49
0730291,296,175,0.59
0730325,264,200,0.76
0730598,935,413,0.44
0732164,1382,971,0.70
0732941,1482,654,0.44
0733253,358,278,0.78
0733659,881,850,0.96
0735316,1136,703,0.62
0735902,1511,1286,0.85
6004600,529,478,0.90
6004659,332,206,0.62
6004667,437,415,0.95
6004691,681,626,0.92
6004733,367,156,0.43
6004741,478,430,0.90
6004758,540,333,0.62
6004766,448,422,0.94
6004774,523,486,0.93
6004782,448,168,0.38
6004808,481,39,0.08
6004824,412,385,0.93
6004832,428,375,0.88
6004840,498,109,0.22
6004857,571,334,0.58
6004865,443,394,0.89
6004873,492,348,0.71
6004881,512,463,0.90
6004899,350,119,0.34
6004907,540,504,0.93
6004915,470,460,0.98
6004931,392,350,0.89
6004956,317,223,0.70
6004964,366,272,0.74
6004972,280,261,0.93
6004980,466,217,0.47
6004998,464,321,0.69
6005003,343,183,0.53
6005011,328,318,0.97
6005037,469,300,0.64
6005045,429,381,0.89
6057210,626,569,0.91
6057228,997,925,0.93
6057236,505,343,0.68
6057244,715,323,0.45
6061170,475,389,0.82
6097141,398,174,0.44
6099717,413,142,0.34
6112015,485,154,0.32
6114086,3,3,1.00
6114094,522,489,0.94
6118368,121,103,0.85
6119515,594,264,0.44
6120885,439,394,0.90
0000001,33,5,0.15
0102566,803,55,0.07
